review_id,rating_x,entity_text,entity_label,entity_description,sentiment_label,sentiment_score,rating_y
15,1,Veronica Haddon,ORG,"Companies, agencies, institutions, etc.",Negative,-0.37931034482758624,1
16,2,BY THE SEA,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.7241379310344827,2
16,2,Cuban,NORP,Nationalities or religious or political groups,Positive,0.7241379310344827,2
16,2,three,CARDINAL,Numerals that do not fall under another type,Positive,0.7241379310344827,2
16,2,Italian,NORP,Nationalities or religious or political groups,Positive,0.7241379310344827,2
16,2,SEA,ORG,"Companies, agencies, institutions, etc.",Positive,0.7241379310344827,2
16,2,4,CARDINAL,Numerals that do not fall under another type,Positive,0.7241379310344827,2
17,2,Jobst UltraSheer,PERSON,"People, including fictional",Neutral,0.14893617021276592,2
17,2,15-20,CARDINAL,Numerals that do not fall under another type,Neutral,0.14893617021276592,2
17,2,4 years,DATE,Absolute or relative dates or periods,Neutral,0.14893617021276592,2
17,2,Jobst,LOC,"Non-GPE locations, mountain ranges, bodies of water",Neutral,0.14893617021276592,2
17,2,all day,DATE,Absolute or relative dates or periods,Neutral,0.14893617021276592,2
18,2,a full day,DATE,Absolute or relative dates or periods,Neutral,0.1549295774647887,2
18,2,two,CARDINAL,Numerals that do not fall under another type,Neutral,0.1549295774647887,2
20,1,20-30,CARDINAL,Numerals that do not fall under another type,Neutral,0.07692307692307693,1
20,1,114622,MONEY,"Monetary values, including unit",Neutral,0.07692307692307693,1
21,2,MIX,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
21,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,1.0,2
22,1,early morning,TIME,Times smaller than a day,Positive,0.7849462365591398,1
22,1,Captain,ORG,"Companies, agencies, institutions, etc.",Positive,0.7849462365591398,1
22,1,YOUTUBE,ORG,"Companies, agencies, institutions, etc.",Positive,0.7849462365591398,1
22,1,16,CARDINAL,Numerals that do not fall under another type,Positive,0.7849462365591398,1
22,1,Amazon,ORG,"Companies, agencies, institutions, etc.",Positive,0.7849462365591398,1
23,2,Japanese,NORP,Nationalities or religious or political groups,Positive,0.7701149425287356,2
23,2,Rising Sons and Daughters,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.7701149425287356,2
23,2,Japanese,NORP,Nationalities or religious or political groups,Positive,0.7701149425287356,2
23,2,Japanese,NORP,Nationalities or religious or political groups,Positive,0.7701149425287356,2
23,2,Western,NORP,Nationalities or religious or political groups,Positive,0.7701149425287356,2
23,2,"the ""New Young",ORG,"Companies, agencies, institutions, etc.",Positive,0.7701149425287356,2
23,2,Japan,GPE,"Countries, cities, states",Positive,0.7701149425287356,2
23,2,Ando,ORG,"Companies, agencies, institutions, etc.",Positive,0.7701149425287356,2
23,2,Steven Wardell,PERSON,"People, including fictional",Positive,0.7701149425287356,2
23,2,four,CARDINAL,Numerals that do not fall under another type,Positive,0.7701149425287356,2
23,2,Japan,GPE,"Countries, cities, states",Positive,0.7701149425287356,2
24,2,two,CARDINAL,Numerals that do not fall under another type,Positive,0.31034482758620685,2
24,2,Roy,PERSON,"People, including fictional",Positive,0.31034482758620685,2
25,1,more than two years,DATE,Absolute or relative dates or periods,Neutral,-0.09589041095890422,1
25,1,AAA,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.09589041095890422,1
25,1,one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09589041095890422,1
25,1,four,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09589041095890422,1
25,1,AAA,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.09589041095890422,1
25,1,three,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09589041095890422,1
25,1,four,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09589041095890422,1
26,1,24 hours,TIME,Times smaller than a day,Negative,-0.6129032258064515,1
27,1,four,CARDINAL,Numerals that do not fall under another type,Negative,-0.4084507042253521,1
28,1,Muslim,NORP,Nationalities or religious or political groups,Neutral,-0.012658227848101392,1
28,1,One,CARDINAL,Numerals that do not fall under another type,Neutral,-0.012658227848101392,1
28,1,Muslim,NORP,Nationalities or religious or political groups,Neutral,-0.012658227848101392,1
28,1,Cape Town,LOC,"Non-GPE locations, mountain ranges, bodies of water",Neutral,-0.012658227848101392,1
28,1,Muslim,NORP,Nationalities or religious or political groups,Neutral,-0.012658227848101392,1
28,1,at least one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.012658227848101392,1
28,1,Muslim,NORP,Nationalities or religious or political groups,Neutral,-0.012658227848101392,1
28,1,mutilation.--Alyssa A. Lappen,PERSON,"People, including fictional",Neutral,-0.012658227848101392,1
29,2,VHS,ORG,"Companies, agencies, institutions, etc.",Positive,0.27710843373493965,2
29,2,Two,CARDINAL,Numerals that do not fall under another type,Positive,0.27710843373493965,2
29,2,$$$,MONEY,"Monetary values, including unit",Positive,0.27710843373493965,2
30,1,JVC,ORG,"Companies, agencies, institutions, etc.",Negative,-0.36239782016348776,1
31,2,JVC,ORG,"Companies, agencies, institutions, etc.",Positive,0.45945945945945943,2
31,2,3 JVC,QUANTITY,"Measurements, as of weight or distance",Positive,0.45945945945945943,2
31,2,one,CARDINAL,Numerals that do not fall under another type,Positive,0.45945945945945943,2
31,2,VHS,ORG,"Companies, agencies, institutions, etc.",Positive,0.45945945945945943,2
31,2,2,CARDINAL,Numerals that do not fall under another type,Positive,0.45945945945945943,2
31,2,2)no,CARDINAL,Numerals that do not fall under another type,Positive,0.45945945945945943,2
32,1,Hollywood Debacle,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.27007299270072993,1
33,2,Hotel Babylon,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,Tamzin Outhwaite,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,EastEnders,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,BBC,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,Max Beesley,PERSON,"People, including fictional",Positive,0.4782608695652174,2
33,2,Glitter,PRODUCT,"Objects, vehicles, foods, etc. (not services)",Positive,0.4782608695652174,2
33,2,Mariah Carey,PERSON,"People, including fictional",Positive,0.4782608695652174,2
33,2,BBC,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,BBC America,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,Hotel,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,ABC,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,1983 to 1988,DATE,Absolute or relative dates or periods,Positive,0.4782608695652174,2
33,2,Hotel,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,San Francisco,GPE,"Countries, cities, states",Positive,0.4782608695652174,2
33,2,Hotel Babylon,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
33,2,five,CARDINAL,Numerals that do not fall under another type,Positive,0.4782608695652174,2
33,2,England,GPE,"Countries, cities, states",Positive,0.4782608695652174,2
33,2,BBC,ORG,"Companies, agencies, institutions, etc.",Positive,0.4782608695652174,2
35,1,first,ORDINAL,"""first"", ""second"", etc.",Negative,-0.4084507042253521,1
35,1,fourth,ORDINAL,"""first"", ""second"", etc.",Negative,-0.4084507042253521,1
35,1,San Diego,GPE,"Countries, cities, states",Negative,-0.4084507042253521,1
35,1,Southern California,LOC,"Non-GPE locations, mountain ranges, bodies of water",Negative,-0.4084507042253521,1
35,1,Surf Cha Cha,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.4084507042253521,1
35,1,CHA,ORG,"Companies, agencies, institutions, etc.",Negative,-0.4084507042253521,1
36,2,Rochelle,PERSON,"People, including fictional",Positive,0.7858672376873661,2
36,2,American,NORP,Nationalities or religious or political groups,Positive,0.7858672376873661,2
36,2,Robert Ringer's,PERSON,"People, including fictional",Positive,0.7858672376873661,2
36,2,1,MONEY,"Monetary values, including unit",Positive,0.7858672376873661,2
36,2,American,NORP,Nationalities or religious or political groups,Positive,0.7858672376873661,2
36,2,Americans,NORP,Nationalities or religious or political groups,Positive,0.7858672376873661,2
37,2,Larry,PERSON,"People, including fictional",Positive,0.6396396396396397,2
37,2,Muse,ORG,"Companies, agencies, institutions, etc.",Positive,0.6396396396396397,2
37,2,the late 80s,DATE,Absolute or relative dates or periods,Positive,0.6396396396396397,2
37,2,early 90s,DATE,Absolute or relative dates or periods,Positive,0.6396396396396397,2
37,2,Larry,PERSON,"People, including fictional",Positive,0.6396396396396397,2
37,2,Larry,PERSON,"People, including fictional",Positive,0.6396396396396397,2
37,2,My Funny Valentine,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.6396396396396397,2
37,2,Chet Baker's,PERSON,"People, including fictional",Positive,0.6396396396396397,2
37,2,Miles,PERSON,"People, including fictional",Positive,0.6396396396396397,2
38,1,Mac,ORG,"Companies, agencies, institutions, etc.",Negative,-0.8181818181818182,1
38,1,Windows,LOC,"Non-GPE locations, mountain ranges, bodies of water",Negative,-0.8181818181818182,1
39,1,three year old,DATE,Absolute or relative dates or periods,Negative,-0.5714285714285714,1
39,1,two,CARDINAL,Numerals that do not fall under another type,Negative,-0.5714285714285714,1
40,1,Rescue Heroes,ORG,"Companies, agencies, institutions, etc.",Neutral,0.13043478260869568,1
40,1,3,CARDINAL,Numerals that do not fall under another type,Neutral,0.13043478260869568,1
40,1,6,CARDINAL,Numerals that do not fall under another type,Neutral,0.13043478260869568,1
41,1,Alaskan,NORP,Nationalities or religious or political groups,Neutral,0.11439114391143905,1
41,1,Allman,ORG,"Companies, agencies, institutions, etc.",Neutral,0.11439114391143905,1
41,1,8-10,CARDINAL,Numerals that do not fall under another type,Neutral,0.11439114391143905,1
41,1,Ed Wood's,PERSON,"People, including fictional",Neutral,0.11439114391143905,1
41,1,Lisa Rayner's,PERSON,"People, including fictional",Neutral,0.11439114391143905,1
41,1,Wild Bread,PERSON,"People, including fictional",Neutral,0.11439114391143905,1
41,1,Allman,ORG,"Companies, agencies, institutions, etc.",Neutral,0.11439114391143905,1
41,1,Ed Wood's,PERSON,"People, including fictional",Neutral,0.11439114391143905,1
41,1,Lisa Rayner,PERSON,"People, including fictional",Neutral,0.11439114391143905,1
41,1,Wild Bread,GPE,"Countries, cities, states",Neutral,0.11439114391143905,1
42,2,Alaska,GPE,"Countries, cities, states",Positive,1.0,2
42,2,Alaska,GPE,"Countries, cities, states",Positive,1.0,2
43,2,Ruth,PERSON,"People, including fictional",Positive,0.4871794871794871,2
43,2,Alaska,GPE,"Countries, cities, states",Positive,0.4871794871794871,2
44,2,NC,GPE,"Countries, cities, states",Positive,1.0,2
45,2,decades ago,DATE,Absolute or relative dates or periods,Positive,1.0,2
45,2,One,CARDINAL,Numerals that do not fall under another type,Positive,1.0,2
45,2,26,CARDINAL,Numerals that do not fall under another type,Positive,1.0,2
45,2,YouTube,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
45,2,Russia,GPE,"Countries, cities, states",Positive,1.0,2
45,2,English,NORP,Nationalities or religious or political groups,Positive,1.0,2
45,2,15,MONEY,"Monetary values, including unit",Positive,1.0,2
45,2,Amazon,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
45,2,iPod,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
46,1,Amazon,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.16071428571428578,1
46,1,one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.16071428571428578,1
46,1,Emerson,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.16071428571428578,1
46,1,400,MONEY,"Monetary values, including unit",Neutral,-0.16071428571428578,1
46,1,WM,GPE,"Countries, cities, states",Neutral,-0.16071428571428578,1
47,2,Sylvania,GPE,"Countries, cities, states",Positive,0.7740112994350283,2
47,2,20,CARDINAL,Numerals that do not fall under another type,Positive,0.7740112994350283,2
47,2,Flat Panel LCD TV,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.7740112994350283,2
47,2,Sharp Picture,ORG,"Companies, agencies, institutions, etc.",Positive,0.7740112994350283,2
49,1,Sony,ORG,"Companies, agencies, institutions, etc.",Negative,-0.5714285714285714,1
50,2,13,CARDINAL,Numerals that do not fall under another type,Positive,1.0,2
51,2,first,ORDINAL,"""first"", ""second"", etc.",Neutral,0.1919191919191918,2
51,2,Electronics Express,ORG,"Companies, agencies, institutions, etc.",Neutral,0.1919191919191918,2
51,2,RMA,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Neutral,0.1919191919191918,2
51,2,the next day,DATE,Absolute or relative dates or periods,Neutral,0.1919191919191918,2
51,2,one,CARDINAL,Numerals that do not fall under another type,Neutral,0.1919191919191918,2
51,2,1 week later,DATE,Absolute or relative dates or periods,Neutral,0.1919191919191918,2
51,2,RV,GPE,"Countries, cities, states",Neutral,0.1919191919191918,2
51,2,RV,ORG,"Companies, agencies, institutions, etc.",Neutral,0.1919191919191918,2
51,2,antenna input,PERSON,"People, including fictional",Neutral,0.1919191919191918,2
52,1,Romanian,NORP,Nationalities or religious or political groups,Negative,-0.6666666666666666,1
52,1,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water",Negative,-0.6666666666666666,1
52,1,Romanian,NORP,Nationalities or religious or political groups,Negative,-0.6666666666666666,1
52,1,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water",Negative,-0.6666666666666666,1
52,1,Romania,GPE,"Countries, cities, states",Negative,-0.6666666666666666,1
52,1,DK,ORG,"Companies, agencies, institutions, etc.",Negative,-0.6666666666666666,1
53,2,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water",Positive,1.0,2
53,2,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water",Positive,1.0,2
53,2,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water",Positive,1.0,2
53,2,European,NORP,Nationalities or religious or political groups,Positive,1.0,2
55,2,Germany,GPE,"Countries, cities, states",Neutral,0.09090909090909086,2
55,2,Europe,LOC,"Non-GPE locations, mountain ranges, bodies of water",Neutral,0.09090909090909086,2
55,2,457-480,QUANTITY,"Measurements, as of weight or distance",Neutral,0.09090909090909086,2
55,2,Greece,GPE,"Countries, cities, states",Neutral,0.09090909090909086,2
55,2,English,LANGUAGE,Any named language,Neutral,0.09090909090909086,2
55,2,Spanish,LANGUAGE,Any named language,Neutral,0.09090909090909086,2
56,2,Memphis,GPE,"Countries, cities, states",Positive,0.42857142857142855,2
56,2,TN,ORG,"Companies, agencies, institutions, etc.",Positive,0.42857142857142855,2
56,2,Reatards,ORG,"Companies, agencies, institutions, etc.",Positive,0.42857142857142855,2
56,2,Jay Reatard,PERSON,"People, including fictional",Positive,0.42857142857142855,2
56,2,Eric Oblivians,PERSON,"People, including fictional",Positive,0.42857142857142855,2
56,2,Goner,PERSON,"People, including fictional",Positive,0.42857142857142855,2
56,2,Jay,PERSON,"People, including fictional",Positive,0.42857142857142855,2
56,2,19,CARDINAL,Numerals that do not fall under another type,Positive,0.42857142857142855,2
56,2,Jay,PERSON,"People, including fictional",Positive,0.42857142857142855,2
56,2,years,DATE,Absolute or relative dates or periods,Positive,0.42857142857142855,2
57,1,1,CARDINAL,Numerals that do not fall under another type,Neutral,-0.11111111111111108,1
57,1,1,CARDINAL,Numerals that do not fall under another type,Neutral,-0.11111111111111108,1
57,1,it.1 Star,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.11111111111111108,1
57,1,6 feet,QUANTITY,"Measurements, as of weight or distance",Neutral,-0.11111111111111108,1
57,1,2,CARDINAL,Numerals that do not fall under another type,Neutral,-0.11111111111111108,1
57,1,it.5,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.11111111111111108,1
57,1,12,MONEY,"Monetary values, including unit",Neutral,-0.11111111111111108,1
57,1,40,MONEY,"Monetary values, including unit",Neutral,-0.11111111111111108,1
58,2,the Hard Way: Thia,WORK_OF_ART,"Titles of books, songs, etc.",Neutral,0.0,2
58,2,Husband,GPE,"Countries, cities, states",Neutral,0.0,2
60,2,second century,DATE,Absolute or relative dates or periods,Positive,1.0,2
62,1,last week,DATE,Absolute or relative dates or periods,Neutral,0.2,1
63,2,Africa,LOC,"Non-GPE locations, mountain ranges, bodies of water",Neutral,0.1999999999999999,2
63,2,africa,LOC,"Non-GPE locations, mountain ranges, bodies of water",Neutral,0.1999999999999999,2
63,2,african,NORP,Nationalities or religious or political groups,Neutral,0.1999999999999999,2
63,2,Oliver N'goma,PERSON,"People, including fictional",Neutral,0.1999999999999999,2
63,2,France,GPE,"Countries, cities, states",Neutral,0.1999999999999999,2
63,2,Paris,GPE,"Countries, cities, states",Neutral,0.1999999999999999,2
63,2,Amsterdam,GPE,"Countries, cities, states",Neutral,0.1999999999999999,2
64,1,Clark,PERSON,"People, including fictional",Neutral,0.02439024390243905,1
64,1,Amazon,ORG,"Companies, agencies, institutions, etc.",Neutral,0.02439024390243905,1
64,1,second,ORDINAL,"""first"", ""second"", etc.",Neutral,0.02439024390243905,1
64,1,3 months,DATE,Absolute or relative dates or periods,Neutral,0.02439024390243905,1
64,1,Sperry,ORG,"Companies, agencies, institutions, etc.",Neutral,0.02439024390243905,1
65,1,John Morse,PERSON,"People, including fictional",Positive,0.4366197183098591,1
65,1,Yankee,NORP,Nationalities or religious or political groups,Positive,0.4366197183098591,1
65,1,Southern,NORP,Nationalities or religious or political groups,Positive,0.4366197183098591,1
65,1,Boston,GPE,"Countries, cities, states",Positive,0.4366197183098591,1
65,1,Harvard,ORG,"Companies, agencies, institutions, etc.",Positive,0.4366197183098591,1
65,1,its day,DATE,Absolute or relative dates or periods,Positive,0.4366197183098591,1
65,1,today,DATE,Absolute or relative dates or periods,Positive,0.4366197183098591,1
65,1,Morse,PERSON,"People, including fictional",Positive,0.4366197183098591,1
65,1,Morse,PERSON,"People, including fictional",Positive,0.4366197183098591,1
65,1,110 years ago,DATE,Absolute or relative dates or periods,Positive,0.4366197183098591,1
66,2,6,CARDINAL,Numerals that do not fall under another type,Positive,0.6551724137931034,2
66,2,Barbie,PERSON,"People, including fictional",Positive,0.6551724137931034,2
66,2,a few hours,TIME,Times smaller than a day,Positive,0.6551724137931034,2
66,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.6551724137931034,2
66,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.6551724137931034,2
67,2,Mommy,PERSON,"People, including fictional",Positive,1.0,2
67,2,four year old,DATE,Absolute or relative dates or periods,Positive,1.0,2
67,2,Barbie,PERSON,"People, including fictional",Positive,1.0,2
67,2,Rapunzel,LOC,"Non-GPE locations, mountain ranges, bodies of water",Positive,1.0,2
67,2,a 42 year old,DATE,Absolute or relative dates or periods,Positive,1.0,2
68,2,4 year old,DATE,Absolute or relative dates or periods,Positive,0.32203389830508466,2
68,2,Stefan,PERSON,"People, including fictional",Positive,0.32203389830508466,2
69,2,3 year old,DATE,Absolute or relative dates or periods,Positive,0.6428571428571428,2
69,2,7 year old,DATE,Absolute or relative dates or periods,Positive,0.6428571428571428,2
69,2,Barbie,PERSON,"People, including fictional",Positive,0.6428571428571428,2
70,1,5 years old,DATE,Absolute or relative dates or periods,Positive,0.4029850746268656,1
70,1,2 hours,TIME,Times smaller than a day,Positive,0.4029850746268656,1
70,1,7,CARDINAL,Numerals that do not fall under another type,Positive,0.4029850746268656,1
70,1,8,CARDINAL,Numerals that do not fall under another type,Positive,0.4029850746268656,1
71,1,barbie rapunzel,PERSON,"People, including fictional",Negative,-0.4705882352941177,1
71,1,6-year old,DATE,Absolute or relative dates or periods,Negative,-0.4705882352941177,1
71,1,an hour,TIME,Times smaller than a day,Negative,-0.4705882352941177,1
71,1,Barbie,PERSON,"People, including fictional",Negative,-0.4705882352941177,1
71,1,Vivendi Games',PRODUCT,"Objects, vehicles, foods, etc. (not services)",Negative,-0.4705882352941177,1
71,1,6-year old,DATE,Absolute or relative dates or periods,Negative,-0.4705882352941177,1
71,1,first,ORDINAL,"""first"", ""second"", etc.",Negative,-0.4705882352941177,1
71,1,20 bucks,MONEY,"Monetary values, including unit",Negative,-0.4705882352941177,1
72,2,Barbie,PERSON,"People, including fictional",Positive,0.31034482758620685,2
72,2,5 year old,DATE,Absolute or relative dates or periods,Positive,0.31034482758620685,2
73,2,3 year old,DATE,Absolute or relative dates or periods,Positive,0.42857142857142855,2
73,2,Rapunzel,ORG,"Companies, agencies, institutions, etc.",Positive,0.42857142857142855,2
74,1,one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.1160318866253322,1
74,1,about 2 hours,TIME,Times smaller than a day,Neutral,-0.1160318866253322,1
75,1,MAC,ORG,"Companies, agencies, institutions, etc.",Negative,-0.5238095238095238,1
75,1,CLASSIC,PRODUCT,"Objects, vehicles, foods, etc. (not services)",Negative,-0.5238095238095238,1
75,1,CRASHES,ORG,"Companies, agencies, institutions, etc.",Negative,-0.5238095238095238,1
75,1,Mouse,PERSON,"People, including fictional",Negative,-0.5238095238095238,1
75,1,My three year,DATE,Absolute or relative dates or periods,Negative,-0.5238095238095238,1
76,1,Importcds (the Vendor,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.6513761467889908,1
76,1,hundreds of dollars,MONEY,"Monetary values, including unit",Negative,-0.6513761467889908,1
76,1,Amazon.com,ORG,"Companies, agencies, institutions, etc.",Negative,-0.6513761467889908,1
77,2,second,ORDINAL,"""first"", ""second"", etc.",Positive,1.0,2
77,2,summer day,DATE,Absolute or relative dates or periods,Positive,1.0,2
78,1,AWFUL,ORG,"Companies, agencies, institutions, etc.",Negative,-1.0,1
79,2,Creepy,NORP,Nationalities or religious or political groups,Negative,-1.0,2
80,1,Thai,NORP,Nationalities or religious or political groups,Neutral,-0.019108280254777118,1
80,1,Thai,NORP,Nationalities or religious or political groups,Neutral,-0.019108280254777118,1
80,1,Thai,NORP,Nationalities or religious or political groups,Neutral,-0.019108280254777118,1
80,1,English,LANGUAGE,Any named language,Neutral,-0.019108280254777118,1
80,1,English,LANGUAGE,Any named language,Neutral,-0.019108280254777118,1
80,1,first,ORDINAL,"""first"", ""second"", etc.",Neutral,-0.019108280254777118,1
80,1,two,CARDINAL,Numerals that do not fall under another type,Neutral,-0.019108280254777118,1
80,1,Tokyo Shock,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.019108280254777118,1
81,2,Sooo JAMMIN',PERSON,"People, including fictional",Positive,0.8425196850393701,2
81,2,SUC,ORG,"Companies, agencies, institutions, etc.",Positive,0.8425196850393701,2
81,2,Pokey,ORG,"Companies, agencies, institutions, etc.",Positive,0.8425196850393701,2
81,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.8425196850393701,2
81,2,SUC,ORG,"Companies, agencies, institutions, etc.",Positive,0.8425196850393701,2
81,2,ya,PERSON,"People, including fictional",Positive,0.8425196850393701,2
81,2,Tx,PERSON,"People, including fictional",Positive,0.8425196850393701,2
81,2,1,CARDINAL,Numerals that do not fall under another type,Positive,0.8425196850393701,2
